listing_id,category_l1,category_l2,property_type,neighborhood,price_ars,covered_area_m2,total_area_m2,rooms,bedrooms,bathrooms,age_years,has_garage,has_balcony,has_pool,lat,lng,created_at
MLA225664974,Inmuebles,Alquiler,DEPARTAMENTO,Almagro,1163000.0,74.0,74.0,4.0,3.0,2.0,0.0,True,False,False,-34.605838,-58.444081,2025-06-15 00:00:00
MLA423450329,Inmuebles,Alquiler,DEPARTAMENTO,Villa Urquiza,445000.0,32.0,32.0,2.0,1.0,1.0,,False,False,False,-34.58563,-58.480388,2024-05-07 00:00:00
MLA312143818,Inmuebles,Alquiler,DEPARTAMENTO,San Telmo,546000.0,55.0,55.0,3.0,2.0,1.0,34.0,True,True,False,-34.61525,-58.37026,2025-04-16 00:00:00
MLA829055043,Inmuebles,Alquiler,PH,Colegiales,536000.0,39.0,56.0,2.0,1.0,,24.0,True,False,False,-34.560869,-58.470878,2025-03-09 00:00:00
MLA209427363,Inmuebles,Alquiler,DEPARTAMENTO,Caballito,873000.0,56.0,56.0,3.0,2.0,2.0,1.0,False,False,False,-34.631311,-58.439704,2024-01-28 00:00:00
MLA662383017,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,2691000.0,98.0,98.0,4.0,3.0,3.0,,False,True,False,-34.559595,-58.469854,2024-03-15 00:00:00
MLA238665350,Inmuebles,Alquiler,DEPARTAMENTO,San Telmo,468000.0,32.0,32.0,1.0,1.0,1.0,,False,False,False,-34.625544,-58.369853,2024-12-11 00:00:00
MLA598692228,Inmuebles,Alquiler,DEPARTAMENTO,Villa Urquiza,280000.0,34.0,,1.0,1.0,1.0,10.0,False,False,False,-34.54845,-58.485244,2024-06-03 00:00:00
MLA888245801,Inmuebles,Alquiler,DEPARTAMENTO,Caballito,665000.0,35.0,35.0,1.0,1.0,1.0,16.0,False,True,False,-34.632896,-58.414021,2024-04-26 00:00:00
MLA916167282,Inmuebles,Alquiler,DEPARTAMENTO,Villa Urquiza,662000.0,54.0,,3.0,2.0,1.0,,False,False,False,-34.608835,-58.494924,2025-01-30 00:00:00
MLA395360093,Inmuebles,Alquiler,DEPARTAMENTO,Colegiales,312000.0,21.0,21.0,1.0,1.0,1.0,6.0,False,False,False,-34.566035,-58.456902,2025-02-21 00:00:00
MLA361061347,Inmuebles,Alquiler,DEPARTAMENTO,Recoleta,1068000.0,54.0,54.0,2.0,1.0,1.0,10.0,True,False,False,-34.607179,-58.405983,2024-10-12 00:00:00
MLA545661901,Inmuebles,Alquiler,PH,Villa Crespo,1108000.0,71.0,90.0,3.0,2.0,1.0,,True,True,False,-34.610811,-58.424794,2024-01-08 00:00:00
MLA161168152,Inmuebles,Alquiler,DEPARTAMENTO,Boedo,461000.0,39.0,39.0,2.0,1.0,1.0,26.0,True,True,False,-34.628587,-58.425297,2025-02-08 00:00:00
MLA513921558,Inmuebles,Alquiler,DEPARTAMENTO,Nuñez,1082000.0,51.0,,2.0,1.0,1.0,6.0,True,False,False,-34.546549,-58.456057,2024-12-03 00:00:00
MLA643088070,Inmuebles,Alquiler,DEPARTAMENTO,Colegiales,2159000.0,99.0,,4.0,3.0,3.0,,False,True,False,-34.568138,-58.420262,2024-12-02 00:00:00
MLA484220878,Inmuebles,Alquiler,DEPARTAMENTO,Palermo,3982000.0,99.0,99.0,5.0,4.0,3.0,,True,True,False,-34.549604,-58.425204,2024-11-13 00:00:00
MLA633181836,Inmuebles,Alquiler,DEPARTAMENTO,Palermo,,40.0,40.0,1.0,1.0,1.0,,False,False,False,-34.582565,-58.425138,2024-12-20 00:00:00
MLA640580364,Inmuebles,Alquiler,DEPARTAMENTO,Flores,425000.0,40.0,40.0,1.0,1.0,1.0,11.0,True,True,False,-34.592251,-58.465336,2024-02-06 00:00:00
MLA120074601,Inmuebles,Alquiler,DEPARTAMENTO,Palermo,523000.0,23.0,23.0,2.0,1.0,1.0,10.0,False,True,False,-34.564313,-58.432588,2024-03-04 00:00:00
MLA722318575,Inmuebles,Alquiler,DEPARTAMENTO,Colegiales,,47.0,47.0,1.0,1.0,1.0,1.0,False,False,False,-34.571867,-58.457668,2024-07-20 00:00:00
MLA391330526,Inmuebles,Alquiler,DEPARTAMENTO,Palermo,1479000.0,90.0,90.0,4.0,3.0,2.0,31.0,False,False,False,-34.580776,-58.434277,2024-04-20 00:00:00
MLA596859413,Inmuebles,Alquiler,PH,Caballito,1434000.0,71.0,,4.0,3.0,2.0,12.0,True,False,True,-34.595589,-58.443671,2024-12-03 00:00:00
MLA107750128,Inmuebles,Alquiler,DEPARTAMENTO,Flores,,,47.0,2.0,1.0,1.0,5.0,True,True,False,-34.652527,-58.46519,2024-06-09 00:00:00
MLA272091960,Inmuebles,Alquiler,DEPARTAMENTO,Nuñez,1529000.0,68.0,68.0,3.0,2.0,1.0,13.0,False,True,False,-34.54534,-58.480058,2024-11-17 00:00:00
MLA101249259,Inmuebles,Alquiler,DEPARTAMENTO,Flores,373000.0,39.0,,2.0,,1.0,17.0,False,True,False,-34.611193,-58.462431,2025-07-01 00:00:00
MLA403296259,Inmuebles,Alquiler,DEPARTAMENTO,Villa Urquiza,835000.0,60.0,60.0,3.0,2.0,2.0,13.0,False,True,False,-34.548809,-58.473273,2024-06-10 00:00:00
MLA350205066,Inmuebles,Alquiler,DEPARTAMENTO,Recoleta,251000.0,20.0,20.0,1.0,1.0,1.0,,True,True,True,-34.593528,-58.382315,2024-04-06 00:00:00
MLA192307430,Inmuebles,Alquiler,CASA,Belgrano,,103.0,214.0,4.0,3.0,2.0,2.0,True,True,False,-34.575591,-58.460103,2024-01-18 00:00:00
MLA760549075,Inmuebles,Alquiler,PH,Recoleta,928000.0,53.0,,2.0,1.0,1.0,39.0,True,False,True,-34.597159,-58.416659,2025-04-18 00:00:00
MLA329031145,Inmuebles,Alquiler,DEPARTAMENTO,San Telmo,726000.0,74.0,74.0,3.0,2.0,2.0,,False,False,False,-34.611862,-58.357355,2025-05-29 00:00:00
MLA651959818,Inmuebles,Alquiler,DEPARTAMENTO,Almagro,,28.0,28.0,1.0,1.0,1.0,12.0,True,True,False,-34.611529,-58.418768,2024-11-12 00:00:00
MLA168692916,Inmuebles,Alquiler,PH,Belgrano,871000.0,40.0,,2.0,1.0,1.0,,True,False,False,-34.564993,-58.45877,2024-07-21 00:00:00
MLA893424283,Inmuebles,Alquiler,DEPARTAMENTO,Villa Crespo,930000.0,50.0,50.0,3.0,2.0,1.0,3.0,False,False,False,-34.610478,-58.444957,2024-07-29 00:00:00
MLA133550052,Inmuebles,Alquiler,DEPARTAMENTO,Villa Urquiza,852000.0,57.0,57.0,2.0,1.0,1.0,,False,True,True,-34.565939,-58.482724,2024-07-13 00:00:00
MLA281114725,Inmuebles,Alquiler,DEPARTAMENTO,Colegiales,894000.0,66.0,66.0,2.0,1.0,1.0,13.0,False,True,False,-34.579473,-58.437074,2025-03-16 00:00:00
MLA976538137,Inmuebles,Alquiler,DEPARTAMENTO,Villa Urquiza,663000.0,51.0,,2.0,1.0,1.0,32.0,False,True,False,-34.562137,-58.486225,2024-08-27 00:00:00
MLA195788757,Inmuebles,Alquiler,PH,Boedo,,86.0,,,3.0,2.0,18.0,True,False,True,-34.648473,-58.409542,2025-08-14 00:00:00
MLA241259592,Inmuebles,Alquiler,DEPARTAMENTO,Villa Urquiza,354000.0,35.0,35.0,1.0,1.0,,,True,True,False,-34.590496,-58.491688,2024-08-09 00:00:00
MLA673244478,Inmuebles,Alquiler,DEPARTAMENTO,Villa Urquiza,1160000.0,69.0,69.0,4.0,3.0,3.0,23.0,True,False,False,-34.56756,-58.498801,2024-01-20 00:00:00
MLA822075611,Inmuebles,Alquiler,DEPARTAMENTO,Flores,1293000.0,78.0,,4.0,3.0,2.0,,True,True,False,-34.609731,-58.469029,2024-03-22 00:00:00
MLA131051160,Inmuebles,Alquiler,PH,San Telmo,968000.0,52.0,59.0,2.0,1.0,,3.0,True,True,True,-34.604996,-58.358303,2025-04-05 00:00:00
MLA716082496,Inmuebles,Alquiler,DEPARTAMENTO,San Telmo,680000.0,73.0,,3.0,2.0,2.0,,True,False,False,-34.615033,-58.399092,2024-07-16 00:00:00
MLA294633778,Inmuebles,Alquiler,DEPARTAMENTO,Villa Crespo,651000.0,37.0,,2.0,1.0,1.0,16.0,False,False,False,-34.611679,-58.432063,2024-02-27 00:00:00
MLA860234549,Inmuebles,Alquiler,PH,Villa Urquiza,1527000.0,93.0,101.0,4.0,3.0,2.0,,True,False,False,-34.597517,-58.49052,2024-07-16 00:00:00
MLA859413164,Inmuebles,Alquiler,PH,Villa Urquiza,1497000.0,106.0,135.0,4.0,3.0,2.0,,True,False,False,-34.577648,-58.48375,2025-08-23 00:00:00
MLA300450407,Inmuebles,Alquiler,DEPARTAMENTO,Almagro,1450000.0,103.0,,4.0,3.0,2.0,6.0,True,True,False,-34.606029,-58.409998,2024-06-21 00:00:00
MLA245813545,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,332000.0,24.0,24.0,1.0,1.0,1.0,6.0,True,True,False,-34.570399,-58.454136,2025-05-01 00:00:00
MLA264454724,Inmuebles,Alquiler,DEPARTAMENTO,Nuñez,533000.0,32.0,32.0,1.0,1.0,1.0,,True,False,False,-34.548785,-58.472555,2024-08-27 00:00:00
MLA461893187,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,333000.0,22.0,22.0,1.0,1.0,1.0,,True,True,False,-34.537739,-58.482738,2025-07-06 00:00:00
MLA152337462,Inmuebles,Alquiler,DEPARTAMENTO,Villa Crespo,964000.0,53.0,53.0,3.0,2.0,2.0,4.0,False,True,True,-34.599784,-58.439257,2024-09-04 00:00:00
MLA518503774,Inmuebles,Alquiler,DEPARTAMENTO,San Telmo,562000.0,39.0,39.0,2.0,1.0,1.0,0.0,False,False,False,-34.620519,-58.397102,2025-01-02 00:00:00
MLA841303664,Inmuebles,Alquiler,PH,Villa Crespo,1445000.0,132.0,,,4.0,3.0,5.0,False,False,False,-34.612655,-58.431262,2025-07-23 00:00:00
MLA555341918,Inmuebles,Alquiler,DEPARTAMENTO,Villa Urquiza,832000.0,37.0,,1.0,1.0,1.0,,True,True,False,-34.57281,-58.497101,2024-12-21 00:00:00
MLA101952332,Inmuebles,Alquiler,PH,Nuñez,756000.0,46.0,55.0,2.0,1.0,1.0,28.0,True,False,True,-34.526815,-58.453828,2025-04-01 00:00:00
MLA699014251,Inmuebles,Alquiler,DEPARTAMENTO,Almagro,805000.0,,56.0,2.0,1.0,1.0,4.0,False,False,False,-34.628004,-58.404015,2024-10-04 00:00:00
MLA635927194,Inmuebles,Alquiler,DEPARTAMENTO,Villa Urquiza,599000.0,56.0,56.0,3.0,2.0,2.0,,False,False,False,-34.572914,-58.476578,2024-08-22 00:00:00
MLA202346596,Inmuebles,Alquiler,DEPARTAMENTO,Nuñez,1260000.0,77.0,77.0,4.0,3.0,2.0,,False,False,False,-34.528225,-58.449047,2024-05-04 00:00:00
MLA497898866,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,1333000.0,54.0,54.0,2.0,1.0,1.0,4.0,True,False,False,-34.551067,-58.457786,2024-11-19 00:00:00
MLA334153989,Inmuebles,Alquiler,DEPARTAMENTO,Flores,503000.0,49.0,49.0,2.0,1.0,1.0,12.0,False,True,False,-34.610811,-58.457757,2025-08-15 00:00:00
MLA399364219,Inmuebles,Alquiler,DEPARTAMENTO,Caballito,1070000.0,73.0,73.0,3.0,2.0,2.0,,False,False,False,-34.622266,-58.444918,2025-05-01 00:00:00
MLA835353164,Inmuebles,Alquiler,DEPARTAMENTO,Almagro,634000.0,55.0,,3.0,2.0,1.0,2.0,False,True,False,-34.606611,-58.412762,2024-08-31 00:00:00
MLA264692228,Inmuebles,Alquiler,DEPARTAMENTO,Boedo,364000.0,23.0,23.0,2.0,1.0,1.0,5.0,False,False,True,-34.616109,-58.402661,2024-12-20 00:00:00
MLA432849759,Inmuebles,Alquiler,DEPARTAMENTO,Colegiales,1478000.0,66.0,66.0,3.0,2.0,1.0,13.0,True,True,False,-34.58875,-58.456455,2024-01-29 00:00:00
MLA642356499,Inmuebles,Alquiler,PH,San Telmo,727000.0,35.0,42.0,,1.0,1.0,12.0,True,True,False,-34.620136,-58.374547,2024-07-02 00:00:00
MLA860827353,Inmuebles,Alquiler,DEPARTAMENTO,Villa Crespo,582000.0,43.0,43.0,2.0,1.0,1.0,5.0,False,False,False,-34.605926,-58.446399,2024-01-08 00:00:00
MLA745347648,Inmuebles,Alquiler,DEPARTAMENTO,Almagro,1123000.0,81.0,81.0,3.0,2.0,1.0,5.0,False,True,True,-34.6115,-58.42257,2025-06-02 00:00:00
MLA719573200,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,318000.0,26.0,,2.0,1.0,1.0,,False,False,False,-34.554591,-58.482348,2024-09-30 00:00:00
MLA624583323,Inmuebles,Alquiler,DEPARTAMENTO,Villa Urquiza,335000.0,33.0,33.0,1.0,1.0,1.0,3.0,False,False,False,-34.583267,-58.489736,2024-06-08 00:00:00
MLA657309893,Inmuebles,Alquiler,DEPARTAMENTO,Flores,947000.0,84.0,84.0,,2.0,1.0,,False,True,False,-34.666535,-58.469159,2025-05-09 00:00:00
MLA137022016,Inmuebles,Alquiler,DEPARTAMENTO,Villa Crespo,584000.0,32.0,32.0,2.0,1.0,1.0,5.0,False,False,False,-34.630458,-58.435826,2025-07-23 00:00:00
MLA360656376,Inmuebles,Alquiler,DEPARTAMENTO,Flores,1086000.0,69.0,69.0,3.0,2.0,1.0,6.0,False,True,False,-34.641239,-58.466655,2025-03-23 00:00:00
MLA887546173,Inmuebles,Alquiler,DEPARTAMENTO,Villa Urquiza,998000.0,49.0,49.0,2.0,1.0,1.0,4.0,False,True,False,-34.560917,-58.495029,2024-12-17 00:00:00
MLA717310801,Inmuebles,Alquiler,DEPARTAMENTO,Caballito,438000.0,31.0,31.0,1.0,1.0,1.0,18.0,False,False,True,-34.607976,-58.453721,2025-02-12 00:00:00
MLA708919393,Inmuebles,Alquiler,PH,San Telmo,510000.0,41.0,52.0,2.0,1.0,1.0,2.0,True,False,False,-34.647336,-58.376417,2024-04-17 00:00:00
MLA797729439,Inmuebles,Alquiler,DEPARTAMENTO,Caballito,788000.0,56.0,56.0,3.0,2.0,1.0,3.0,False,False,False,-34.608755,-58.416295,2024-11-26 00:00:00
MLA898544114,Inmuebles,Alquiler,DEPARTAMENTO,Villa Urquiza,1267000.0,95.0,95.0,4.0,3.0,2.0,,False,False,False,-34.564799,-58.495932,2024-08-18 00:00:00
MLA862790680,Inmuebles,Alquiler,DEPARTAMENTO,San Telmo,386000.0,33.0,33.0,1.0,1.0,1.0,24.0,True,False,False,-34.642853,-58.379172,2024-09-20 00:00:00
MLA105121182,Inmuebles,Alquiler,DEPARTAMENTO,Boedo,498000.0,46.0,,2.0,1.0,1.0,25.0,False,False,False,-34.645064,-58.400739,2025-01-17 00:00:00
MLA134507370,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,922000.0,,34.0,2.0,1.0,1.0,,True,True,False,-34.569003,-58.434348,2024-04-24 00:00:00
MLA752557916,Inmuebles,Alquiler,DEPARTAMENTO,Nuñez,812000.0,46.0,46.0,2.0,1.0,1.0,,False,True,False,-34.539893,-58.458269,2025-07-06 00:00:00
MLA607373846,Inmuebles,Alquiler,DEPARTAMENTO,Almagro,651000.0,44.0,,2.0,1.0,1.0,,False,True,False,-34.608562,-58.440454,2025-01-04 00:00:00
MLA811490345,Inmuebles,Alquiler,DEPARTAMENTO,Colegiales,715000.0,44.0,44.0,2.0,1.0,1.0,7.0,False,False,False,-34.564443,-58.453377,2025-05-27 00:00:00
MLA191893848,Inmuebles,Alquiler,CASA,Flores,896000.0,60.0,173.0,3.0,2.0,2.0,,True,False,False,-34.628151,-58.47079,2025-04-14 00:00:00
MLA183644870,Inmuebles,Alquiler,DEPARTAMENTO,Recoleta,482000.0,27.0,27.0,1.0,1.0,1.0,44.0,True,True,False,-34.586732,-58.394633,2024-08-28 00:00:00
MLA921431164,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,922000.0,34.0,,2.0,1.0,1.0,2.0,True,True,False,-34.569003,-58.434348,2025-03-28 00:00:00
MLA563331649,Inmuebles,Alquiler,DEPARTAMENTO,Caballito,,32.0,32.0,1.0,1.0,1.0,27.0,False,True,False,-34.611389,-58.455176,2024-05-06 00:00:00
MLA628222706,Inmuebles,Alquiler,DEPARTAMENTO,Colegiales,730000.0,62.0,62.0,3.0,2.0,1.0,,True,False,False,-34.575919,-58.456608,2024-09-20 00:00:00
MLA963068463,Inmuebles,Alquiler,DEPARTAMENTO,Boedo,786000.0,51.0,51.0,3.0,2.0,1.0,3.0,False,True,False,-34.642735,-58.414664,2024-01-20 00:00:00
MLA550819030,Inmuebles,Alquiler,CASA,Boedo,1544000.0,96.0,199.0,3.0,2.0,1.0,17.0,True,False,False,-34.616605,-58.431819,2025-07-21 00:00:00
MLA667653466,Inmuebles,Alquiler,DEPARTAMENTO,Caballito,601000.0,50.0,,2.0,1.0,1.0,,True,True,False,-34.641632,-58.417662,2024-10-29 00:00:00
MLA110169965,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,529000.0,31.0,31.0,2.0,1.0,1.0,20.0,False,False,False,-34.561454,-58.463492,2025-04-06 00:00:00
MLA368024355,Inmuebles,Alquiler,DEPARTAMENTO,Caballito,1016000.0,91.0,91.0,5.0,4.0,3.0,,False,False,False,-34.609891,-58.435289,2025-06-29 00:00:00
MLA769001964,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,928000.0,48.0,,3.0,2.0,2.0,,True,False,False,-34.560511,-58.480104,2025-04-17 00:00:00
MLA183309106,Inmuebles,Alquiler,PH,Nuñez,587000.0,45.0,,2.0,1.0,1.0,,False,False,True,-34.548448,-58.465275,2025-07-19 00:00:00
MLA688775987,Inmuebles,Alquiler,CASA,Caballito,1199000.0,72.0,178.0,3.0,2.0,1.0,8.0,True,False,True,-34.606846,-58.44061,2024-05-13 00:00:00
MLA761114472,Inmuebles,Alquiler,DEPARTAMENTO,Almagro,578000.0,61.0,61.0,3.0,2.0,2.0,1.0,False,False,False,-34.606826,-58.420252,2025-08-23 00:00:00
MLA533954011,Inmuebles,Alquiler,DEPARTAMENTO,Boedo,,33.0,33.0,2.0,,1.0,,True,False,False,-34.62448,-58.380511,2025-01-18 00:00:00
MLA539633148,Inmuebles,Alquiler,DEPARTAMENTO,Caballito,1218000.0,68.0,68.0,4.0,3.0,2.0,9.0,True,True,False,-34.612474,-58.429384,2025-06-04 00:00:00
MLA367327355,Inmuebles,Alquiler,DEPARTAMENTO,Villa Urquiza,543000.0,43.0,43.0,2.0,1.0,1.0,15.0,True,True,False,-34.585986,-58.49549,2024-01-01 00:00:00
MLA904471239,Inmuebles,Alquiler,DEPARTAMENTO,Villa Crespo,835000.0,48.0,48.0,3.0,2.0,2.0,32.0,False,True,False,-34.589042,-58.447687,2025-02-14 00:00:00
MLA425179503,Inmuebles,Alquiler,DEPARTAMENTO,Almagro,263000.0,28.0,28.0,1.0,1.0,1.0,2.0,False,True,False,-34.616743,-58.437147,2024-01-08 00:00:00
MLA567603115,Inmuebles,Alquiler,DEPARTAMENTO,Villa Crespo,752000.0,41.0,41.0,2.0,1.0,1.0,2.0,False,False,False,-34.59536,-58.412833,2025-03-02 00:00:00
MLA887471357,Inmuebles,Alquiler,PH,San Telmo,936000.0,83.0,92.0,3.0,2.0,2.0,,True,False,False,-34.622481,-58.361588,2024-04-18 00:00:00
MLA179323670,Inmuebles,Alquiler,DEPARTAMENTO,Colegiales,849000.0,41.0,41.0,1.0,1.0,1.0,15.0,False,False,False,-34.570337,-58.442951,2024-09-11 00:00:00
MLA574683266,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,611000.0,44.0,44.0,1.0,1.0,1.0,4.0,False,True,False,-34.568979,-58.48077,2024-12-09 00:00:00
MLA166439627,Inmuebles,Alquiler,DEPARTAMENTO,Flores,550000.0,43.0,,2.0,1.0,1.0,7.0,False,True,False,-34.636029,-58.469096,2024-06-30 00:00:00
MLA983959350,Inmuebles,Alquiler,DEPARTAMENTO,Flores,1795000.0,106.0,106.0,6.0,5.0,4.0,1.0,True,True,False,-34.605674,-58.458366,2025-08-05 00:00:00
MLA531591926,Inmuebles,Alquiler,DEPARTAMENTO,Flores,1962000.0,,134.0,,5.0,4.0,13.0,True,True,False,-34.62816,-58.471198,2024-03-26 00:00:00
MLA644200462,Inmuebles,Alquiler,DEPARTAMENTO,Caballito,490000.0,36.0,,3.0,2.0,,0.0,False,True,False,-34.63092,-58.454093,2024-05-05 00:00:00
MLA859837619,Inmuebles,Alquiler,DEPARTAMENTO,Nuñez,914000.0,52.0,,2.0,1.0,1.0,27.0,False,False,False,-34.548882,-58.462829,2024-04-18 00:00:00
MLA349062626,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,769000.0,44.0,44.0,2.0,1.0,1.0,,False,True,False,-34.559647,-58.446743,2024-04-26 00:00:00
MLA124177169,Inmuebles,Alquiler,DEPARTAMENTO,San Telmo,348000.0,37.0,37.0,1.0,1.0,1.0,20.0,False,True,False,-34.604696,-58.358021,2025-05-28 00:00:00
MLA378975820,Inmuebles,Alquiler,CASA,Nuñez,2260000.0,97.0,209.0,3.0,2.0,2.0,5.0,True,True,True,-34.557842,-58.463953,2025-05-19 00:00:00
MLA379112759,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,832000.0,65.0,65.0,2.0,1.0,1.0,4.0,False,False,False,-34.545783,-58.463521,2024-10-23 00:00:00
MLA809430376,Inmuebles,Alquiler,DEPARTAMENTO,Colegiales,722000.0,43.0,43.0,2.0,1.0,1.0,6.0,True,True,False,-34.584397,-58.439119,2024-05-01 00:00:00
MLA846390937,Inmuebles,Alquiler,DEPARTAMENTO,Boedo,454000.0,45.0,45.0,2.0,1.0,1.0,12.0,False,True,False,-34.632844,-58.394138,2025-01-14 00:00:00
MLA898699449,Inmuebles,Alquiler,DEPARTAMENTO,Villa Crespo,448000.0,27.0,27.0,1.0,1.0,1.0,,False,True,False,-34.595048,-58.446499,2025-02-08 00:00:00
MLA296886324,Inmuebles,Alquiler,DEPARTAMENTO,Flores,415000.0,35.0,35.0,2.0,1.0,1.0,0.0,False,True,False,-34.636646,-58.468658,2024-01-29 00:00:00
MLA762397341,Inmuebles,Alquiler,PH,Almagro,538000.0,,57.0,2.0,1.0,1.0,1.0,False,False,False,-34.620328,-58.433043,2024-10-10 00:00:00
MLA922923699,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,1180000.0,52.0,52.0,3.0,2.0,2.0,29.0,True,True,False,-34.571124,-58.475251,2025-02-27 00:00:00
MLA539806435,Inmuebles,Alquiler,DEPARTAMENTO,Recoleta,1120000.0,53.0,53.0,3.0,2.0,,18.0,True,False,False,-34.581,-58.392612,2024-09-18 00:00:00
MLA323152848,Inmuebles,Alquiler,DEPARTAMENTO,Colegiales,384000.0,26.0,26.0,1.0,1.0,1.0,,False,False,False,-34.563097,-58.439447,2024-11-13 00:00:00
MLA381747944,Inmuebles,Alquiler,DEPARTAMENTO,Almagro,882000.0,64.0,,3.0,2.0,1.0,4.0,True,True,False,-34.612463,-58.434078,2024-03-13 00:00:00
MLA687058464,Inmuebles,Alquiler,DEPARTAMENTO,Caballito,,41.0,,1.0,1.0,1.0,,False,False,False,-34.596751,-58.425348,2024-11-07 00:00:00
MLA530234976,Inmuebles,Alquiler,CASA,Colegiales,1506000.0,76.0,135.0,3.0,2.0,1.0,,True,True,False,-34.557564,-58.430957,2024-01-06 00:00:00
MLA323323373,Inmuebles,Alquiler,DEPARTAMENTO,Almagro,525000.0,47.0,47.0,2.0,1.0,1.0,6.0,False,False,False,-34.606498,-58.431455,2025-02-01 00:00:00
MLA713945872,Inmuebles,Alquiler,DEPARTAMENTO,Colegiales,650000.0,43.0,43.0,1.0,1.0,1.0,1.0,True,False,False,-34.56859,-58.447484,2025-08-09 00:00:00
MLA248493384,Inmuebles,Alquiler,DEPARTAMENTO,Almagro,670000.0,49.0,49.0,3.0,2.0,1.0,3.0,False,True,False,-34.615241,-58.420794,2024-01-28 00:00:00
MLA221438221,Inmuebles,Alquiler,DEPARTAMENTO,Palermo,916000.0,43.0,43.0,1.0,1.0,1.0,22.0,True,False,False,-34.570466,-58.429949,2024-08-21 00:00:00
MLA729719309,Inmuebles,Alquiler,DEPARTAMENTO,Nuñez,868000.0,48.0,,2.0,1.0,1.0,3.0,False,False,False,-34.532164,-58.462616,2024-09-28 00:00:00
MLA695373930,Inmuebles,Alquiler,DEPARTAMENTO,Palermo,1032000.0,47.0,47.0,2.0,1.0,1.0,,False,True,False,-34.545144,-58.425186,2025-03-10 00:00:00
MLA543353829,Inmuebles,Alquiler,DEPARTAMENTO,Villa Urquiza,1527000.0,119.0,119.0,5.0,4.0,3.0,10.0,False,True,False,-34.590415,-58.479928,2024-07-12 00:00:00
MLA114829568,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,1081000.0,,58.0,2.0,1.0,1.0,3.0,False,False,False,-34.550843,-58.449946,2024-08-14 00:00:00
MLA194835535,Inmuebles,Alquiler,DEPARTAMENTO,Belgrano,692000.0,37.0,37.0,2.0,1.0,1.0,24.0,True,True,False,-34.560039,-58.453236,2024-05-30 00:00:00
MLA791143749,Inmuebles,Alquiler,DEPARTAMENTO,Palermo,346000.0,30.0,30.0,1.0,1.0,1.0,44.0,True,True,False,-34.561933,-58.446185,2024-01-26 00:00:00
MLA306020121,Inmuebles,Alquiler,DEPARTAMENTO,Flores,1307000.0,90.0,,5.0,4.0,3.0,5.0,False,True,False,-34.618591,-58.458622,2025-03-03 00:00:00
MLA281745542,Inmuebles,Alquiler,CASA,Villa Urquiza,2218000.0,,326.0,4.0,3.0,2.0,16.0,True,False,False,-34.572504,-58.481624,2025-06-14 00:00:00
MLA227293861,Inmuebles,Alquiler,DEPARTAMENTO,Flores,1002000.0,88.0,88.0,5.0,,3.0,18.0,False,False,False,-34.637012,-58.453254,2024-04-23 00:00:00
MLA456890354,Inmuebles,Alquiler,DEPARTAMENTO,Villa Crespo,1492000.0,80.0,80.0,3.0,2.0,1.0,3.0,False,True,True,-34.593071,-58.4325,2024-07-25 00:00:00
MLA987613561,Inmuebles,Alquiler,DEPARTAMENTO,Caballito,1798000.0,98.0,98.0,5.0,4.0,3.0,3.0,False,False,True,-34.627288,-58.429109,2024-03-28 00:00:00
MLA408898680,Inmuebles,Alquiler,CASA,Villa Urquiza,3418000.0,183.0,513.0,7.0,6.0,4.0,15.0,True,False,True,-34.584331,-58.51075,2025-05-24 00:00:00
MLA850770639,Inmuebles,Alquiler,DEPARTAMENTO,Almagro,877000.0,51.0,51.0,2.0,1.0,1.0,,True,False,False,-34.628568,-58.410007,2024-04-10 00:00:00
MLA299211420,Inmuebles,Alquiler,DEPARTAMENTO,Colegiales,1132000.0,55.0,55.0,3.0,2.0,1.0,10.0,False,True,False,-34.561007,-58.457069,2024-02-26 00:00:00
MLA985889914,Inmuebles,Alquiler,DEPARTAMENTO,Villa Urquiza,740000.0,43.0,43.0,2.0,1.0,1.0,,False,False,False,-34.589322,-58.500141,2024-12-20 00:00:00
MLA423071252,Inmuebles,Alquiler,DEPARTAMENTO,Palermo,1890000.0,,78.0,4.0,3.0,2.0,,False,False,False,-34.593498,-58.427968,2025-06-05 00:00:00
MLA461754667,Inmuebles,Alquiler,PH,Nuñez,1140000.0,60.0,65.0,3.0,2.0,1.0,28.0,False,True,False,-34.546681,-58.452337,2025-04-16 00:00:00
MLA112033859,Inmuebles,Alquiler,DEPARTAMENTO,Caballito,479000.0,34.0,34.0,1.0,1.0,1.0,31.0,False,False,False,-34.648914,-58.44599,2024-03-19 00:00:00
