codigo,operacion,tipo_inmueble,barrio,precio_publicado,superficie,descripcion,coordenadas,publicado
AP-59705,Alquiler,departamento,Almagro,$796.000/mes,66,3 ambientes. 2 dorm. 13 años,"-34.60962725189881,-58.42148851030609",09-07-2025
AP-78045,Alquiler,ph,San Telmo,$840.000/mes,47,2 ambientes. 1 dorm. 1 baños. con cochera. pileta. balcón,,12-07-2025
AP-94322,Alquiler,ph,Colegiales,$700.000/mes,45 a 55 m2,2 ambientes. 1 dorm. 1 baños. balcón. 11 años,,07-07-2025
AP-62161,Alquiler,departamento,Villa Crespo,$1.086.000/mes,73,3 ambientes. 2 baños. 8 años,,22-01-2025
AP-47057,Alquiler,ph,Caballito,$2.257.000/mes,135,4 ambientes. 3 dorm. con cochera. a estrenar,"-34.61964685818807,-58.451787642964526",07-11-2024
AP-33189,Alquiler,departamento,Almagro,$898.000/mes,62,2 dorm. 2 baños. con cochera. balcón,"-34.59890254149016,-58.41330580214483",14-10-2024
AP-91119,Alquiler,departamento,Flores,$1.765.000/mes,117,5 ambientes. 4 dorm. 3 baños. 5 años,"-34.63590168314313,-58.461912917856296",26-12-2024
AP-44721,Alquiler,departamento,Caballito,Consultar,65,3 ambientes. 2 dorm,,11-12-2024
AP-75345,Alquiler,departamento,Flores,$224.000/mes,20,1 baños,,15-04-2024
AP-22309,Alquiler,departamento,Belgrano,$820.000/mes,45,1 baños. 10 años,"-34.56699312200051,-58.44304028032456",29-12-2024
AP-51808,Alquiler,departamento,Almagro,$1.384.000/mes,84,4 ambientes. 2 baños. con cochera,"-34.61950843117017,-58.45624691106196",25-04-2024
AP-95929,Alquiler,ph,Colegiales,$730.000/mes,42,2 ambientes. 1 dorm. 1 baños. con cochera. pileta,"-34.58659433611376,-58.46671725803671",18-06-2025
AP-24748,Alquiler,departamento,Recoleta,$464.000/mes,20,1 ambientes. 1 dorm. balcón,,13-02-2024
AP-40969,Alquiler,departamento,San Telmo,$881.000/mes,41 a 51 m2,2 ambientes. 1 baños. balcón,"-34.60378828396778,-58.36858294487937",29-06-2024
AP-16195,Alquiler,ph,Recoleta,$620.000/mes,49,2 ambientes. 1 dorm. con cochera. 31 años,"-34.57424586087154,-58.39617583736065",25-04-2025
AP-34538,Alquiler,departamento,Belgrano,$421.000/mes,26,1 baños. con cochera. a estrenar,"-34.579446708504804,-58.456941170953364",06-08-2025
AP-77880,Alquiler,departamento,San Telmo,$208.000/mes,25,1 ambientes. 1 baños,"-34.63236126986992,-58.37391109380421",01-05-2025
AP-87328,Alquiler,departamento,Palermo,$1.614.000/mes,63,2 ambientes. 1 dorm. 1 baños,"-34.58564021757003,-58.4424189991935",09-05-2024
AP-22663,Alquiler,departamento,Villa Urquiza,$553.000/mes,39 a 49 m2,1 ambientes. 1 dorm. 1 baños. 25 años,"-34.569044233213695,-58.490515455389165",14-06-2024
AP-83207,Alquiler,ph,Palermo,$2.039.000/mes,141,5 ambientes. 4 dorm. con cochera. pileta. 35 años,,05-01-2024
AP-42903,Alquiler,departamento,Caballito,$285.000/mes,20,1 dorm. 1 baños. balcón. 22 años,"-34.61884518445318,-58.44368747806409",12-08-2024
AP-89650,Alquiler,departamento,Belgrano,Consultar,65,3 ambientes. 2 dorm. con cochera,,03-12-2024
AP-80581,Alquiler,departamento,Colegiales,$564.000/mes,53,2 ambientes. balcón. 4 años,"-34.57331022219284,-58.440993555466804",28-08-2024
AP-94347,Alquiler,departamento,San Telmo,$3.385.000/mes,151,6 ambientes. 3 baños. a estrenar,,06-11-2024
AP-66811,Alquiler,casa,Colegiales,$3.717.000/mes,157,4 dorm. 3 baños. con cochera. 2 años,"-34.57887871132797,-58.44508764552541",23-03-2025
AP-26488,Alquiler,departamento,Villa Crespo,$753.000/mes,50,1 dorm. 1 baños. balcón,"-34.609142377369025,-58.4209480100294",25-09-2024
AP-98384,Alquiler,departamento,Belgrano,$676.000/mes,39,2 ambientes. 1 baños. 14 años,,04-09-2024
AP-50910,Alquiler,ph,Recoleta,$1.383.000/mes,66,2 dorm. 2 baños. pileta,,08-01-2025
AP-74244,Alquiler,departamento,Recoleta,$880.000/mes,55,2 ambientes. 1 dorm. 1 baños. con cochera,"-34.590467145172546,-58.400119492564535",28-10-2024
AP-54693,Alquiler,departamento,Villa Crespo,$500.000/mes,36,1 ambientes. 1 dorm. 1 baños. 5 años,"-34.579954410582545,-58.42721998904067",10-09-2024
AP-59844,Alquiler,departamento,Flores,$628.000/mes,55,1 dorm. 1 baños. a estrenar,"-34.63548140249625,-58.459750998800274",20-03-2024
AP-90687,Alquiler,ph,Recoleta,Consultar,51,2 ambientes. 1 baños,"-34.607711057612626,-58.397960950507134",03-08-2024
AP-17763,Alquiler,ph,Palermo,Consultar,,2 ambientes. 1 dorm. 1 baños,,04-01-2024
AP-88217,Alquiler,departamento,Recoleta,$642.000/mes,44,2 ambientes. 1 dorm. 1 baños. 24 años,,10-07-2025
AP-73294,Alquiler,departamento,Boedo,$240.000/mes,16 a 26 m2,1 ambientes. 1 dorm. 1 baños,"-34.63959510065192,-58.40598452746095",22-03-2025
AP-37264,Alquiler,casa,Nuñez,$1.066.000/mes,64 a 74 m2,3 ambientes. 2 dorm. 2 baños,"-34.55224510042478,-58.43150447985005",04-07-2024
AP-70567,Alquiler,ph,Villa Urquiza,$743.000/mes,45,2 ambientes. 1 dorm. con cochera,,16-06-2025
AP-55249,Alquiler,casa,Recoleta,$1.895.000/mes,75,3 ambientes. 2 baños. con cochera,"-34.590173810520774,-58.407774215677",25-06-2024
AP-59304,Alquiler,departamento,Recoleta,Consultar,59,2 ambientes. 1 baños. 8 años,,25-03-2025
AP-58719,Alquiler,departamento,Recoleta,Consultar,33,1 ambientes. 1 dorm. 1 baños. 14 años,"-34.58966044408242,-58.3770117882085",27-05-2025
AP-97172,Alquiler,departamento,Belgrano,$1.103.000/mes,51,3 ambientes. 2 dorm. 1 baños. con cochera. balcón. 2 años,,16-11-2024
AP-86144,Alquiler,ph,Belgrano,$1.614.000/mes,54,2 ambientes. 1 dorm. 1 baños. con cochera. pileta. a estrenar,"-34.56481436862837,-58.467435568864495",08-03-2024
AP-11441,Alquiler,departamento,Belgrano,$1.110.000/mes,50,1 dorm. 1 baños. 2 años,"-34.563931139104476,-58.46575356265319",12-10-2024
AP-35943,Alquiler,departamento,Palermo,$1.116.000/mes,48,2 ambientes. 1 dorm. 1 baños. pileta. 2 años,,29-10-2024
AP-41076,Alquiler,departamento,Boedo,$686.000/mes,50,2 ambientes. 1 dorm. 1 baños. balcón,"-34.61392250434896,-58.40956429369363",08-08-2024
AP-60878,Alquiler,departamento,Palermo,$817.000/mes,48,2 ambientes. 1 baños,"-34.556531641625014,-58.413813701228875",14-11-2024
AP-23441,Alquiler,ph,San Telmo,$948.000/mes,52,2 ambientes. 1 dorm. 1 baños. con cochera. 6 años,,09-03-2024
AP-79851,Alquiler,departamento,Flores,$611.000/mes,46,2 ambientes. 1 dorm. 49 años,"-34.63039867036064,-58.459886616487154",23-05-2024
AP-79546,Alquiler,ph,Colegiales,$3.062.000/mes,171,7 ambientes,,12-03-2025
AP-50475,Alquiler,departamento,Nuñez,$664.000/mes,42,2 ambientes. 1 dorm,,04-06-2025
AP-84086,Alquiler,departamento,Palermo,$800.000/mes,48,1 ambientes. 39 años,"-34.59133221802782,-58.39413964576494",17-12-2024
AP-53860,Alquiler,ph,Recoleta,Consultar,130,4 ambientes. 3 dorm. con cochera. pileta,"-34.606778207651054,-58.415678342767094",07-08-2024
AP-25177,Alquiler,departamento,Nuñez,$470.000/mes,,1 ambientes. con cochera. 27 años,"-34.54343622059563,-58.47672988230972",24-06-2025
AP-74588,Alquiler,departamento,Nuñez,$1.094.000/mes,64,2 ambientes. 1 baños. 9 años,"-34.53630142610663,-58.46119116060252",22-12-2024
AP-25897,Alquiler,ph,Almagro,$1.573.000/mes,127,4 ambientes. 3 dorm. 2 baños. 21 años,,16-03-2024
AP-61473,Alquiler,departamento,Recoleta,$496.000/mes,,1 dorm,"-34.60659734512614,-58.41932212272094",12-04-2024
AP-96539,Alquiler,departamento,Boedo,$702.000/mes,58,2 ambientes. 1 dorm. 1 baños. 19 años,"-34.61792637794578,-58.39938166345895",23-02-2024
AP-61515,Alquiler,departamento,Recoleta,$1.005.000/mes,36,2 ambientes. 1 dorm. 1 baños. a estrenar,"-34.59362613585211,-58.41498956763305",14-05-2024
AP-53827,Alquiler,casa,Villa Crespo,$965.000/mes,60,3 ambientes. 2 dorm. con cochera,"-34.59578775117207,-58.436848250041166",11-04-2025
AP-29587,Alquiler,departamento,Flores,$432.000/mes,48,2 ambientes. 1 dorm. 1 baños. balcón. 38 años,"-34.61916056080519,-58.44805510283881",04-04-2025
AP-23104,Alquiler,departamento,Palermo,Consultar,54,4 ambientes. 2 baños,"-34.59564332141218,-58.41807737758214",07-03-2024
AP-62981,Alquiler,departamento,Palermo,$1.422.000/mes,87 a 97 m2,5 ambientes. 4 dorm. 2 baños,,24-12-2024
AP-99523,Alquiler,departamento,Belgrano,$1.149.000/mes,46,3 ambientes. 2 dorm. 2 baños. 8 años,"-34.56689829511799,-58.44768443055774",06-01-2024
AP-50760,Alquiler,departamento,Colegiales,Consultar,75,3 ambientes. 2 dorm. 4 años,,23-02-2024
AP-76047,Alquiler,departamento,Recoleta,$1.751.000/mes,95,4 ambientes. 3 dorm,"-34.576283096001916,-58.4020429329544",02-01-2025
AP-92510,Alquiler,casa,Colegiales,Consultar,69,3 ambientes. con cochera. balcón,,01-12-2024
AP-15065,Alquiler,departamento,Villa Urquiza,$244.000/mes,20,1 ambientes. 1 dorm. con cochera,"-34.567435087559446,-58.47201584154804",15-01-2024
AP-55857,Alquiler,ph,Colegiales,$2.391.000/mes,103 a 113 m2,3 ambientes. con cochera. balcón,"-34.573006645560056,-58.452738891372626",03-02-2024
AP-49115,Alquiler,departamento,Almagro,Consultar,107,5 dorm. 4 baños. 15 años,"-34.6240181339342,-58.43316250095261",26-08-2024
AP-23015,Alquiler,departamento,Boedo,$551.000/mes,55,3 ambientes. 1 baños. balcón. 16 años,"-34.605055934371364,-58.40003127816897",06-08-2025
AP-45495,Alquiler,departamento,Villa Urquiza,$449.000/mes,33,1 ambientes. 1 dorm. 1 baños. con cochera. 36 años,,01-07-2024
AP-37274,Alquiler,departamento,Colegiales,$248.000/mes,21,1 ambientes. balcón,"-34.58415455942345,-58.439401209096296",31-07-2025
AP-93888,Alquiler,departamento,Belgrano,$618.000/mes,39,2 ambientes. con cochera,,15-04-2025
AP-22648,Alquiler,departamento,Almagro,$796.000/mes,,2 dorm. 1 baños. balcón,"-34.60962725189881,-58.42148851030609",26-03-2025
AP-85377,Alquiler,departamento,Nuñez,$1.122.000/mes,53,2 ambientes. 1 baños,"-34.54654652854427,-58.46910912566374",16-06-2024
AP-20375,Alquiler,departamento,Villa Urquiza,$572.000/mes,39,1 ambientes. 1 dorm. 1 baños. balcón. 6 años,"-34.573435248641786,-58.48340482120689",03-02-2025
AP-79887,Alquiler,departamento,Villa Urquiza,$479.000/mes,45,1 ambientes. 1 dorm. 1 baños. balcón,"-34.55567335568817,-58.50440240381202",09-11-2024
AP-38047,Alquiler,casa,Villa Crespo,$1.987.000/mes,104,3 ambientes. 2 dorm. balcón,,19-07-2025
AP-26614,Alquiler,departamento,Caballito,$717.000/mes,51,2 ambientes. 1 dorm. 1 baños. 18 años,,06-10-2024
AP-62794,Alquiler,ph,Belgrano,$1.418.000/mes,65,2 ambientes. 1 dorm. con cochera. pileta. balcón,,02-11-2024
AP-91863,Alquiler,ph,Almagro,$738.000/mes,38,1 dorm. 1 baños. con cochera. pileta. a estrenar,"-34.620349060636826,-58.434938458617346",01-11-2024
AP-31920,Alquiler,departamento,Nuñez,Consultar,52,3 ambientes. 2 dorm,"-34.52638484574321,-58.46096032516511",30-03-2025
AP-26574,Alquiler,departamento,Colegiales,$601.000/mes,45,2 ambientes. 1 dorm. 1 baños. con cochera. balcón. 9 años,"-34.55607713969841,-58.44743970540914",03-05-2024
AP-77686,Alquiler,departamento,Villa Urquiza,$781.000/mes,44,2 ambientes. 1 dorm. 1 baños,,19-12-2024
AP-80360,Alquiler,ph,Recoleta,$4.814.000/mes,130,4 ambientes. 3 dorm. con cochera. pileta,"-34.606778207651054,-58.415678342767094",15-12-2024
AP-12182,Alquiler,departamento,Boedo,$777.000/mes,58 a 68 m2,4 ambientes. 3 dorm. 2 baños,,09-01-2025
AP-14572,Alquiler,departamento,San Telmo,$388.000/mes,39,1 dorm. con cochera. balcón,"-34.623838246184874,-58.36482806798466",26-07-2025
AP-59605,Alquiler,ph,Nuñez,$2.610.000/mes,105,5 ambientes. 4 dorm. balcón. 2 años,"-34.53251566912594,-58.45654752019385",20-05-2025
AP-91355,Alquiler,departamento,Caballito,$511.000/mes,48,2 ambientes. 1 dorm,,05-07-2024
AP-49619,Alquiler,departamento,Nuñez,$413.000/mes,,8 años,"-34.538831422311766,-58.44439243288091",13-10-2024
AP-56412,Alquiler,ph,Belgrano,$2.568.000/mes,107,4 ambientes. con cochera,"-34.56514448261476,-58.45050218612335",14-01-2024
AP-34577,Alquiler,departamento,Belgrano,Consultar,32,2 ambientes. balcón. 22 años,"-34.547998530769114,-58.4523312538858",12-07-2025
AP-55737,Alquiler,casa,Villa Crespo,$1.175.000/mes,78,2 dorm. 2 baños. a estrenar,,01-07-2025
AP-73105,Alquiler,departamento,Villa Crespo,$793.000/mes,40,Balcón,"-34.584206588734354,-58.42877233729722",30-07-2025
AP-64557,Alquiler,departamento,San Telmo,$1.247.000/mes,65,3 ambientes. 2 dorm. con cochera. balcón,,26-03-2025
AP-81884,Alquiler,departamento,Nuñez,$661.000/mes,37,1 ambientes. 1 dorm. 1 baños. balcón,"-34.55419443708415,-58.47677932201274",11-04-2025
AP-22479,Alquiler,ph,Colegiales,$928.000/mes,53 a 63 m2,1 dorm. con cochera. pileta. 16 años,"-34.57657633456864,-58.465073863294094",11-03-2025
AP-88612,Alquiler,departamento,Flores,$671.000/mes,54,3 ambientes. 2 dorm,,20-04-2025
AP-60716,Alquiler,ph,Belgrano,Consultar,86,3 ambientes. pileta. 16 años,,31-07-2025
AP-74126,Alquiler,departamento,Boedo,$645.000/mes,53,2 ambientes. 1 dorm. con cochera. 20 años,"-34.61778308075885,-58.42978956889862",30-05-2024
AP-69630,Alquiler,departamento,Palermo,$531.000/mes,34,2 ambientes. 1 dorm. 1 baños,"-34.602491741356566,-58.438750538315645",04-06-2025
AP-34594,Alquiler,departamento,Boedo,$1.103.000/mes,61,3 ambientes. pileta,"-34.647097977848325,-58.41274757461757",13-11-2024
AP-79656,Alquiler,casa,Palermo,$1.840.000/mes,102,3 ambientes. 2 dorm. 2 baños. 26 años,"-34.5831176834261,-58.43664516916268",09-04-2024
AP-42752,Alquiler,ph,Colegiales,$684.000/mes,57 a 67 m2,2 ambientes. 1 dorm. 4 años,"-34.580539066819505,-58.43833812771793",08-05-2025
AP-89954,Alquiler,departamento,Nuñez,$286.000/mes,15 a 25 m2,1 dorm. 1 baños. 7 años,,28-10-2024
AP-90520,Alquiler,departamento,Villa Crespo,$1.086.000/mes,73,2 dorm. 8 años,,10-07-2025
AP-18348,Alquiler,casa,Boedo,$914.000/mes,63,3 ambientes. 2 dorm. 1 baños. pileta,,16-06-2025
AP-32831,Alquiler,ph,Nuñez,$1.202.000/mes,76,3 ambientes. 2 dorm. 1 baños. con cochera,"-34.53428174965645,-58.476285817336574",05-10-2024
AP-50851,Alquiler,departamento,Villa Crespo,$969.000/mes,50,2 ambientes. 1 dorm. 1 baños,,13-02-2024
AP-90691,Alquiler,departamento,Colegiales,$1.159.000/mes,75,3 ambientes. 2 dorm. 1 baños. con cochera. 42 años,"-34.572499689705026,-58.43726997237648",16-05-2024
AP-33003,Alquiler,departamento,Colegiales,$669.000/mes,35,1 dorm. con cochera. balcón,"-34.581409835732956,-58.44938137339081",14-02-2024
AP-30878,Alquiler,departamento,Colegiales,$985.000/mes,70,4 ambientes. 3 dorm. 4 años,"-34.589175312183066,-58.44078293139676",04-03-2024
AP-28612,Alquiler,departamento,Flores,$279.000/mes,31,1 ambientes. 1 baños,,21-06-2025
AP-56736,Alquiler,departamento,Boedo,$747.000/mes,71,3 ambientes. 2 dorm. balcón,,23-04-2025
AP-72360,Alquiler,departamento,Caballito,$1.225.000/mes,72 a 82 m2,4 ambientes. 3 dorm. 2 baños. con cochera. pileta. 4 años,"-34.634705339744926,-58.4167873376651",22-05-2024
AP-74184,Alquiler,departamento,Palermo,$1.279.000/mes,71,3 ambientes. 2 dorm. 1 baños. con cochera. 3 años,,11-04-2025
AP-53908,Alquiler,departamento,Flores,$516.000/mes,51 a 61 m2,2 ambientes. 1 dorm. 1 baños,"-34.627479721772694,-58.48103304916443",14-10-2024
AP-21422,Alquiler,departamento,Colegiales,Consultar,15 a 25 m2,1 dorm. con cochera. pileta. balcón,"-34.5800030624982,-58.4265436565954",28-06-2025
AP-12235,Alquiler,departamento,Palermo,$523.000/mes,23,2 ambientes. 1 baños. 10 años,,19-04-2025
AP-49165,Alquiler,departamento,Recoleta,$768.000/mes,36,1 baños. balcón. 14 años,,12-01-2025
AP-19768,Alquiler,departamento,Belgrano,$582.000/mes,45,1 ambientes. 1 dorm. 1 baños. 20 años,,16-08-2025
AP-91060,Alquiler,departamento,Villa Urquiza,$975.000/mes,76,Balcón. 16 años,"-34.57113835809302,-58.47994486078403",23-08-2025
AP-53167,Alquiler,departamento,Villa Crespo,$731.000/mes,60,3 ambientes. 2 baños. con cochera. balcón,"-34.59400460095253,-58.43343149600433",08-11-2024
AP-70765,Alquiler,ph,Villa Urquiza,$741.000/mes,,2 ambientes. 1 dorm,"-34.573384296564114,-58.48031096718651",10-03-2025
AP-47503,Alquiler,departamento,Nuñez,$815.000/mes,63,3 ambientes. 2 dorm. con cochera. balcón. 57 años,"-34.542153324431595,-58.4794553946831",21-12-2024
AP-41881,Alquiler,departamento,Almagro,$634.000/mes,55,3 ambientes. balcón,"-34.606611051836886,-58.41276232179244",17-05-2025
AP-10464,Alquiler,departamento,Caballito,$525.000/mes,41,1 dorm,"-34.610115998929324,-58.442574030801886",23-03-2024
AP-28974,Alquiler,departamento,Almagro,$634.000/mes,55,3 ambientes. 2 dorm. 1 baños. balcón,"-34.606611051836886,-58.41276232179244",25-09-2024
AP-91865,Alquiler,departamento,Villa Urquiza,$682.000/mes,49,2 ambientes. 1 dorm. 1 baños. 6 años,"-34.58929262161362,-58.47691571811278",19-10-2024
AP-13409,Alquiler,departamento,Boedo,$951.000/mes,81,3 ambientes. 2 dorm,,16-01-2024
AP-85752,Alquiler,departamento,Caballito,$839.000/mes,70,4 ambientes. 3 dorm. 2 baños. con cochera. balcón,,14-07-2024
AP-15595,Alquiler,departamento,Villa Crespo,$793.000/mes,40,3 ambientes. 2 dorm. 2 baños. balcón. 8 años,"-34.584206588734354,-58.42877233729722",09-04-2024
AP-68853,Alquiler,departamento,Boedo,$1.390.000/mes,115,5 ambientes. 4 dorm. 3 baños. balcón,"-34.64988195719858,-58.416559994994415",21-02-2025
AP-92952,Alquiler,departamento,Recoleta,Consultar,32,1 ambientes. 1 baños. balcón,,10-03-2024
AP-42834,Alquiler,departamento,San Telmo,$1.246.000/mes,77,2 dorm,"-34.62764756854433,-58.38157913114639",17-09-2024
AP-64147,Alquiler,ph,Almagro,$974.000/mes,58,2 ambientes. 1 baños. pileta. 2 años,"-34.61097827207722,-58.41582788219754",18-03-2025
AP-58898,Alquiler,departamento,Villa Crespo,$349.000/mes,30,1 ambientes. 1 dorm. 1 baños. balcón. 15 años,"-34.603769003520455,-58.43183416931468",05-05-2025
AP-65661,Alquiler,departamento,Villa Urquiza,$331.000/mes,24,1 ambientes. 1 dorm. 1 baños. balcón,"-34.59132306139295,-58.50828769915573",06-06-2024
AP-83311,Alquiler,departamento,Nuñez,$1.082.000/mes,51,2 ambientes. 1 dorm. 1 baños. con cochera,,07-03-2024
AP-73768,Alquiler,departamento,Boedo,$277.000/mes,24,1 ambientes. 1 dorm. 1 baños. balcón,,27-08-2024
AP-64860,Alquiler,departamento,Villa Crespo,$876.000/mes,,3 ambientes. 2 dorm. 2 baños,"-34.578588341767,-58.416347070079624",20-10-2024
AP-36515,Alquiler,departamento,Caballito,$859.000/mes,71,3 ambientes. 2 dorm. 2 baños. 53 años,"-34.62519253673861,-58.43884655067671",08-05-2025
AP-60509,Alquiler,departamento,Boedo,$823.000/mes,97,4 dorm. 30 años,"-34.620689483541895,-58.40586160066123",09-03-2025
AP-80131,Alquiler,casa,Nuñez,$4.317.000/mes,170,5 ambientes. 2 baños. pileta,"-34.54533067123819,-58.47472741798452",17-02-2024
AP-77330,Alquiler,casa,Nuñez,$2.248.000/mes,81,3 ambientes. 2 baños. pileta,,17-09-2024
AP-45644,Alquiler,departamento,Almagro,$578.000/mes,42,2 ambientes. 1 dorm. 1 baños. a estrenar,,26-07-2024
AP-85967,Alquiler,departamento,Palermo,$1.357.000/mes,53,2 ambientes. 1 baños. 2 años,"-34.550242603054926,-58.4298527690782",15-07-2025
AP-10254,Alquiler,departamento,Boedo,$313.000/mes,28,1 ambientes. 1 baños. con cochera. balcón,"-34.64433182153726,-58.437471805322055",14-10-2024
AP-90846,Alquiler,departamento,Villa Urquiza,$446.000/mes,38,2 ambientes. 1 baños,,12-11-2024
AP-74549,Alquiler,departamento,Nuñez,$494.000/mes,31,2 ambientes. 1 baños. con cochera,"-34.56422317078504,-58.45531143445361",12-09-2024
AP-47554,Alquiler,departamento,Palermo,$1.279.000/mes,71,3 ambientes. 2 dorm. 1 baños. con cochera. 3 años,,18-12-2024
AP-80942,Alquiler,departamento,Villa Crespo,$651.000/mes,37,2 ambientes. 1 dorm,"-34.61167897722692,-58.43206257477604",22-06-2024
AP-53099,Alquiler,departamento,Belgrano,$831.000/mes,50 a 60 m2,3 ambientes. balcón. 12 años,"-34.556397988974766,-58.476481107187624",17-03-2024
AP-55987,Alquiler,departamento,Almagro,$774.000/mes,40,2 ambientes. 1 dorm. 1 baños. balcón. 6 años,,07-04-2025
AP-60926,Alquiler,departamento,Almagro,$1.697.000/mes,88,2 dorm. 2 baños. balcón. 4 años,,10-11-2024
AP-93522,Alquiler,departamento,Recoleta,$703.000/mes,,1 ambientes,"-34.586298809692465,-58.40861275659248",09-03-2025
AP-41490,Alquiler,departamento,Palermo,$2.093.000/mes,57,2 ambientes. 1 dorm. 1 baños. balcón,"-34.598417699340466,-58.438380594888336",16-05-2025
AP-68709,Alquiler,departamento,Caballito,$642.000/mes,54,3 ambientes. 2 dorm,"-34.63674625634175,-58.44841052179537",16-09-2024
AP-31335,Alquiler,departamento,Flores,$995.000/mes,64,4 ambientes. 3 dorm. 2 baños. balcón,"-34.64372615077662,-58.47014680210132",01-10-2024
AP-54213,Alquiler,departamento,Flores,$806.000/mes,49,3 ambientes. 2 dorm. 1 baños,,24-08-2024
AP-46175,Alquiler,casa,San Telmo,$1.502.000/mes,86 a 96 m2,3 ambientes. 2 dorm. 2 baños. con cochera,"-34.64687068887072,-58.36880578802635",26-07-2024
AP-81953,Alquiler,ph,Recoleta,$880.000/mes,38,2 ambientes. 1 baños. pileta,"-34.58268408752661,-58.386966029315346",10-02-2024
AP-57995,Alquiler,departamento,Colegiales,$891.000/mes,54,3 ambientes. 2 dorm. balcón. 14 años,"-34.58712249449887,-58.43856161057791",21-02-2024
AP-65206,Alquiler,ph,Villa Urquiza,$920.000/mes,60,2 ambientes. 1 baños. con cochera. balcón,,20-02-2024
AP-37331,Alquiler,departamento,Belgrano,$952.000/mes,48,2 ambientes. 1 dorm,"-34.557289915477874,-58.47332709202128",07-05-2024
AP-85280,Alquiler,departamento,San Telmo,$754.000/mes,57,3 ambientes. 2 dorm. 5 años,,21-02-2025
AP-96879,Alquiler,departamento,Caballito,$723.000/mes,53,3 ambientes. 2 dorm. 1 baños,"-34.60876659380368,-58.424176861684884",14-01-2025
AP-56536,Alquiler,departamento,Villa Urquiza,$1.941.000/mes,88,5 ambientes. 3 baños. balcón. 1 años,,17-07-2024
AP-51968,Alquiler,departamento,Belgrano,$395.000/mes,33,1 dorm. 1 baños,,11-02-2024
AP-94568,Alquiler,departamento,Recoleta,$539.000/mes,22,1 ambientes. 1 dorm. 1 baños. con cochera. balcón. 13 años,"-34.57586668831357,-58.38748750005058",21-02-2024
AP-15938,Alquiler,departamento,Villa Crespo,$330.000/mes,37,2 ambientes. 1 dorm. 1 baños. 8 años,"-34.60553631824786,-58.42931415981111",10-07-2025
AP-91288,Alquiler,departamento,San Telmo,$2.412.000/mes,112,5 ambientes. 4 dorm. 3 baños. balcón,"-34.621493328785974,-58.37246046321153",19-08-2024
AP-91374,Alquiler,departamento,Belgrano,$652.000/mes,42,2 ambientes. 1 baños. 4 años,,23-12-2024
AP-66486,Alquiler,departamento,Recoleta,Consultar,41,2 ambientes. 1 dorm. 1 baños. 28 años,"-34.59606889822953,-58.39568227919838",04-09-2024
AP-47100,Alquiler,ph,Recoleta,$3.053.000/mes,153,5 ambientes. 4 dorm. 3 baños. con cochera,"-34.59557576743706,-58.39000467853043",27-10-2024
AP-68458,Alquiler,departamento,Caballito,$682.000/mes,37,2 ambientes. 1 dorm. 1 baños,"-34.599915157177115,-58.44682977838407",30-10-2024
AP-78978,Alquiler,departamento,Belgrano,$1.503.000/mes,75,4 ambientes. 3 dorm. 2 baños. con cochera,,19-03-2024
AP-82356,Alquiler,ph,Villa Urquiza,$2.369.000/mes,96,4 ambientes. 3 dorm. 2 baños. 1 años,,30-12-2024
AP-47984,Alquiler,departamento,Villa Urquiza,$947.000/mes,52,3 ambientes. 7 años,,15-10-2024
AP-15031,Alquiler,departamento,Flores,$216.000/mes,25,1 ambientes. 1 dorm. 1 baños. balcón. 6 años,,02-07-2025
AP-38245,Alquiler,ph,Villa Urquiza,$949.000/mes,76,3 ambientes. 2 dorm. 1 baños. 17 años,,01-07-2024
AP-41020,Alquiler,ph,Colegiales,$1.758.000/mes,91,4 ambientes. 3 dorm. 2 baños,,20-03-2025
AP-67648,Alquiler,departamento,Colegiales,$398.000/mes,31,1 baños. a estrenar,,28-03-2025
AP-53920,Alquiler,departamento,Villa Crespo,Consultar,51 a 61 m2,3 ambientes. 2 baños. con cochera. 21 años,"-34.6092806400469,-58.44488161324075",05-06-2025
AP-88741,Alquiler,departamento,Flores,$227.000/mes,31,1 ambientes. 1 dorm,,19-01-2024
AP-98421,Alquiler,departamento,Recoleta,$745.000/mes,34,1 ambientes. 1 dorm. 1 baños. 12 años,"-34.58835689984986,-58.40155333203287",27-03-2024
AP-77985,Alquiler,departamento,Flores,$972.000/mes,82,3 ambientes. 2 dorm. con cochera. balcón. 46 años,"-34.606347305749956,-58.47039015417805",21-06-2025
AP-68325,Alquiler,departamento,Recoleta,$679.000/mes,29,2 ambientes. 1 dorm. con cochera. pileta. balcón. 18 años,"-34.578272718686854,-58.389835621645986",30-10-2024
AP-98400,Alquiler,departamento,Villa Crespo,$538.000/mes,34,2 ambientes. 1 dorm. 1 baños. pileta. balcón,,22-12-2024
AP-24783,Alquiler,departamento,Almagro,$358.000/mes,30 a 40 m2,Balcón,"-34.617205082788864,-58.442398479416326",17-03-2024
AP-99681,Alquiler,departamento,Flores,$213.000/mes,20,1 dorm. con cochera. 19 años,"-34.6465715966936,-58.4552873769034",13-08-2024
AP-88257,Alquiler,departamento,Almagro,$1.122.000/mes,68,3 ambientes. 2 dorm. 1 baños. con cochera. a estrenar,"-34.61021020835475,-58.439249452149646",01-08-2025
AP-36674,Alquiler,departamento,Almagro,$758.000/mes,50,10 años,,16-02-2025
AP-67661,Alquiler,ph,Caballito,Consultar,76,3 ambientes. 2 dorm. 1 baños,"-34.618378593785614,-58.43307847411303",29-04-2025
